10871,UNKNOWN,eduroam,00:F6:63:E6:3A:A2,-88,6
10871,UNKNOWN,?,6E:D7:9A:D4:28:40,-88,11
10871,UNKNOWN,Pantheon-Assas,D8:C7:C8:24:D0:51,-88,11
10871,UNKNOWN,Livebox-1840,04:E3:1A:9F:18:40,-88,6
10871,UNKNOWN,eduspot,00:F6:63:E6:2F:C1,-89,6
10871,UNKNOWN,eduroam,00:F6:63:DD:3D:C4,-89,1
10871,UNKNOWN,CONGRES,00:F6:63:DD:3D:C2,-89,1
10871,UNKNOWN,CONGRES,00:F6:63:E6:3A:A1,-89,6
10871,UNKNOWN,ZCGSV2_00233,00:1B:93:C4:00:E9,-89,5
10871,UNKNOWN,eduroam,00:F6:63:C7:29:54,-89,11
10871,UNKNOWN,eduspot,00:F6:63:C7:29:51,-89,11
10871,UNKNOWN,eduroam,00:F6:63:E6:2E:D4,-90,6
10871,UNKNOWN,Freepro-YMATJ2,DC:00:B0:7B:51:58,-90,1
10871,UNKNOWN,Livebox-D610,6C:FF:CE:D3:D6:10,-90,1
10871,UNKNOWN,eduroam,00:F6:63:E6:2E:B4,-90,1
10871,UNKNOWN,eduroam,00:F6:63:DD:4B:64,-90,6
10871,UNKNOWN,eduspot,00:F6:63:DD:4B:61,-90,6
10871,UNKNOWN,eduspot,D8:C7:C8:24:D0:53,-90,11
10871,UNKNOWN,ZCGA_05063,00:1B:93:01:13:C7,-90,12
10871,UNKNOWN,eduspot,00:F6:63:E6:2E:B1,-91,1
10871,UNKNOWN,Livebox-B4F8,84:A3:29:37:B4:F8,-91,1
10871,UNKNOWN,TP-Link_691E,D8:47:32:5C:69:1E,-91,9
10871,UNKNOWN,ISIR,E8:65:D4:72:AC:69,-92,1
10871,UNKNOWN,?,DA:47:32:6C:69:1E,-92,9
17935,UNKNOWN,eduroam,00:F6:63:AC:D8:34,-56,6
17935,UNKNOWN,CONGRES,00:F6:63:AC:D8:32,-56,6
17935,UNKNOWN,eduspot,00:F6:63:AC:D8:31,-56,6
17935,UNKNOWN,iPhone,6A:56:19:04:41:7A,-67,6
17935,UNKNOWN,CONGRES,00:F6:63:DD:36:C2,-70,11
17935,UNKNOWN,eduspot,00:F6:63:DD:36:C1,-70,11
17935,UNKNOWN,eduroam,00:F6:63:DD:36:C4,-71,11
17935,UNKNOWN,eduroam,00:F6:63:C7:2A:F4,-74,1
17935,UNKNOWN,CONGRES,00:F6:63:C7:2A:F2,-75,1
17935,UNKNOWN,eduspot,00:F6:63:C7:2A:F1,-75,1
17935,UNKNOWN,POCO F6 Pro,76:55:B0:6D:40:15,-81,1
